tx_alimento;vl_kcal;vl_proteina;vl_carboidrato;vl_gordura;vl_umidade;cd_usuario;tx_grupo;vl_kj;vl_lipideos;vl_colesterol;vl_fibra_alimentar;vl_cinzas;vl_calcio;vl_magnesio;vl_manganes;vl_fosforo;vl_ferro;vl_sodio;vl_potassio;vl_cobre;vl_zinco;vl_retinol;vl_re;vl_rae;vl_tiamina;vl_riboflavina;vl_piridoxina;vl_niacina;vl_vitamina_c
Arroz, integral, cozido;124;2.59;25.81;;70.14;0;Cereais e derivados;516.87;1;;2.75;0.46;5.2;58.7;0.63;105.85;0.26;1.24;75.15;0.02;0.68;;;;0.08;;0.08;;
Arroz, integral, cru;360;7.32;77.45;;12.18;0;Cereais e derivados;1504.89;1.86;;4.82;1.18;7.82;109.71;2.99;250.87;0.95;1.65;173.34;0.07;1.4;;;;0.26;;0.18;4.18;
Arroz, tipo 1, cozido;128;2.52;28.06;;69.11;0;Cereais e derivados;536.63;0.23;;1.56;0.08;3.54;2.25;0.3;17.95;0.08;1.2;14.67;0.02;0.49;;;;;;;;
Arroz, tipo 1, cru;358;7.16;78.76;;13.22;0;Cereais e derivados;1496.99;0.34;;1.64;0.52;4.41;30.38;1.03;104.21;0.68;1.02;62.5;0.11;1.22;;;;0.16;;0.07;1.12;
Arroz, tipo 2, cozido;130;2.57;28.19;;68.73;0;Cereais e derivados;544.42;0.36;;1.07;0.15;3.33;6.05;0.37;21.52;0.05;1.96;20.2;0.04;0.55;;;;;;;;
Arroz, tipo 2, cru;358;7.24;78.88;;13.16;0;Cereais e derivados;1498.36;0.28;;1.72;0.44;4.83;29.24;0.83;82.04;0.6;0.57;57.28;0.05;1.27;;;;0.16;;0.05;0.92;
Aveia, flocos, crua;394;13.92;66.64;;9.13;0;Cereais e derivados;1647.75;8.5;;9.13;1.81;47.89;118.76;1.89;153.4;4.45;4.63;336.33;0.44;2.63;;;;0.55;0.03;;4.47;1.35
Biscoito, doce, maisena;443;8.07;75.23;;3.22;0;Cereais e derivados;1852.76;11.97;;2.1;1.51;54.45;37.14;0.78;166.1;1.76;352.03;141.64;0.17;1.03;;;;1.01;0.42;0.23;3.91;6.22
Biscoito, doce, recheado com chocolate;472;6.4;70.55;;2.18;0;Cereais e derivados;1974.11;19.58;;2.96;1.29;27.23;47.98;0.59;139.45;2.27;239.2;232.4;0.27;0.99;;;;0.32;0.39;0.46;2.52;3.53
Biscoito, doce, recheado com morango;471;5.72;71.01;;2.73;0;Cereais e derivados;1971.4;19.57;;1.53;0.96;35.78;27.1;0.66;137.74;1.48;229.82;113.01;0.13;0.73;;;;0.9;0.42;0.21;1.5;
Biscoito, doce, wafer, recheado de chocolate;502;5.56;67.54;;1.17;0;Cereais e derivados;2102.28;24.67;;1.8;1.06;23.34;47.85;0.44;124.2;2.44;137.24;240.45;0.26;0.87;;;;0.37;0.03;0.3;1.12;
Biscoito, doce, wafer, recheado de morango;513;4.52;67.35;;1.17;0;Cereais e derivados;2148.26;26.4;1.27;0.82;0.56;13.71;18.54;0.28;73.16;1.09;119.9;74.84;0.08;0.51;;;;0.36;;0.94;0.37;
Biscoito, salgado, cream cracker;432;10.06;68.73;;4.06;0;Cereais e derivados;1806.37;14.44;;2.51;2.72;20;39.75;0.69;148.26;2.2;854.36;180.61;0.18;1.14;;;;0.71;0.13;0.17;7.14;
Bolo, mistura para;419;6.16;84.71;;1;0;Cereais e derivados;1751.56;6.13;;1.7;2;58.88;27.92;0.46;332.66;1.21;462.88;75.36;0.15;0.58;;;;0.18;;1.5;1.52;
Bolo, pronto, aipim;324;4.42;47.86;;34.13;0;Cereais e derivados;1355;12.75;73.2;0.69;0.84;85.02;10.34;0.11;122.19;0.49;111.01;134.82;0.05;0.42;;;;0.13;0.07;;;
Bolo, pronto, chocolate;410;6.22;54.72;;19.28;0;Cereais e derivados;1715.5;18.47;76.8;1.43;1.31;74.58;27.69;0.38;196.98;2.13;283.3;211.76;0.05;0.71;;;;0.13;0.09;0.05;;
Bolo, pronto, coco;333;5.67;52.28;;29.32;0;Cereais e derivados;1395.1;11.3;63.21;1.06;1.44;57.11;16.25;0.4;303.4;0.85;190.34;143.29;0.09;0.68;;;;0.15;0.06;;;
Bolo, pronto, milho;311;4.8;45.11;;36.69;0;Cereais e derivados;1302.84;12.42;81.69;0.71;0.98;82.58;10.25;0.11;128.2;0.65;133.81;118.43;0.04;0.44;56.89;;;0.11;0.05;;;
Canjica, branca, crua;358;7.2;78.06;;13.56;0;Cereais e derivados;1496.21;0.97;;5.5;0.21;1.96;12.33;0.09;48.5;0.32;0.79;92.95;0.05;0.36;;;;;;;;
Canjica, com leite integral;112;2.36;23.63;;72.49;0;Cereais e derivados;470.52;1.24;1.35;1.22;0.27;42.56;5.84;0.02;40.58;0.06;27.59;69.81;0.03;0.28;;;;;0.04;;;
Cereais, milho, flocos, com sal;370;7.29;80.84;;9.29;0;Cereais e derivados;1546.41;1.6;;5.29;0.98;1.81;20.1;;90.77;0.52;271.74;68.66;;0.61;;;;0.12;;0.06;;
Cereais, milho, flocos, sem sal;363;6.88;80.45;;11.22;0;Cereais e derivados;1520.21;1.18;;1.84;0.27;1.97;16.55;;58.36;1.69;30.97;28.7;0.24;0.33;;;;0.05;;0.04;;
Cereais, mingau, milho, infantil;394;6.43;87.27;;4.7;0;Cereais e derivados;1650.28;1.09;;3.21;0.51;218.81;16.03;0.11;169.16;3.03;399.4;82.02;0.04;0.36;21.42;;;3.72;0.47;5.08;24.16;109.37
Cereais, mistura para vitamina, trigo, cevada e aveia;381;8.9;81.62;;4.37;0;Cereais e derivados;1594.66;2.12;;4.98;3;584.25;72.27;2.28;515.04;12.64;1163.26;244.36;0.21;2.02;;;;0.76;0.88;1.49;7.46;13.11
Cereal matinal, milho;365;7.16;83.82;;5.53;0;Cereais e derivados;1528.64;0.96;;4.12;2.54;142.92;10.93;0.06;100.8;3.05;654.54;83.09;0.06;7.63;;30.92;15.46;0.76;1.02;2.25;11.04;17.29
Cereal matinal, milho, açúcar;377;4.74;88.84;;4.27;0;Cereais e derivados;1575.51;0.67;;2.11;1.48;56.42;7.94;0.13;43.18;3.9;405.31;51.6;0.04;8.48;;30.92;15.46;0.73;1.11;0.79;10.13;14.55
Creme de arroz, pó;386;7.03;83.87;;7.33;0;Cereais e derivados;1615.03;1.23;;1.07;0.54;7.09;50.5;1.24;153.02;0.63;1.03;114.68;0.04;1.86;;;;0.22;;0.05;;
Creme de milho, pó;333;4.82;86.15;;5.65;0;Cereais e derivados;1393.42;1.64;;3.72;1.74;323.16;30.06;0.2;303.27;4.26;593.79;165.72;0.04;0.78;;;;0.74;;2.05;;96.34
Curau, milho verde;78;2.36;13.94;;81.56;0;Cereais e derivados;328.17;1.64;4.74;0.46;0.49;52.6;15.96;0.06;74.66;0.45;20.51;161.84;0.03;0.4;12.07;20.07;16.07;0.04;0.07;;;
Curau, milho verde, mistura para;402;2.22;79.82;;3.92;0;Cereais e derivados;1683.17;13.37;;2.52;0.67;30.88;8.5;0.05;44.62;0.86;222.93;55.34;0.03;0.24;;;;0.13;;;;
Farinha, de arroz, enriquecida;363;1.27;85.5;;12.69;0;Cereais e derivados;1519.03;0.3;;0.58;0.23;1.12;4.3;0.04;35.96;31.38;17.1;12.54;;8.48;;;;3.23;;3.47;24.42;173.59
Farinha, de centeio, integral;336;12.52;73.3;;10.78;0;Cereais e derivados;1404.89;1.75;;15.48;1.66;33.92;120.23;3.86;339.99;4.73;41.38;333.62;0.56;2.66;;;;0.29;0.03;0.08;;
Farinha, de milho, amarela;351;7.19;79.08;;11.77;0;Cereais e derivados;1466.86;1.47;;5.49;0.49;1.29;30.96;;84.22;2.25;44.93;57.85;0.27;0.6;;18;9;0.25;;0.25;;
Farinha, de rosca;371;11.38;75.79;;9.81;0;Cereais e derivados;1550.5;1.46;;4.82;1.56;35.3;56.88;1.62;194.96;6.73;332.5;212.14;0.26;1.67;;;;0.25;;0.09;;
Farinha, de trigo;360;9.79;75.09;;12.98;0;Cereais e derivados;1508.22;1.37;;2.35;0.77;17.86;31;0.46;114.74;0.95;0.74;151.37;0.15;0.83;;;;0.31;;;0.89;
Farinha, láctea, de cereais;415;11.88;77.77;;2.7;0;Cereais e derivados;1735.73;5.79;11.27;1.94;1.86;196.06;57.69;1.49;296.44;8.72;125.07;365.6;0.19;1.73;492.25;;;1.43;1.13;1.14;9.5;24.31
Lasanha, massa fresca, cozida;164;5.81;32.52;;59.65;0;Cereais e derivados;685.19;1.16;;1.64;0.86;9.97;3.54;0.2;42.38;1.19;206.77;53.91;0.07;0.41;;;;0.04;;;3.96; 
Lasanha, massa fresca, crua;220;7.01;45.06;;44.99;0;Cereais e derivados;921.76;1.34;;1.61;1.61;16.55;12.59;0.34;81.96;1.87;666.71;136.61;0.1;0.76;;;;0.08;;;; 
Macarrão, instantâneo;436;8.79;62.43;;5.97;0;Cereais e derivados;1823.66;17.24;;5.61;5.57;17.63;19.37;0.25;112.15;0.8;1515.53;147.92;0.1;0.5;;;;1.18;0.04;0.53;9.37;
Macarrão, trigo, cru;371;10;77.94;;10.24;0;Cereais e derivados;1552.78;1.3;;2.93;0.51;17.3;27.69;0.53;99.81;0.88;7.17;147.06;0.15;0.78;;;;0.18;0.02;;3.57;
Macarrão, trigo, cru, com ovos;371;10.32;76.62;;10.56;0;Cereais e derivados;1550.45;1.97;17.57;2.3;0.52;19.45;;0.4;118.48;0.92;14.74;134.1;0.14;0.81;;;;0.11;0.05;0.03;4.37;
Milho, amido, cru;361;0.6;87.15;;12.18;0;Cereais e derivados;1511.96;;;0.74;0.07;1.06;3.03;0.02;12.6;0.13;8.08;8.54;0.02;0.08;;;;;;;;
Milho, fubá, cru;353;7.21;78.87;;11.45;0;Cereais e derivados;1478.97;1.9;;4.71;0.56;2.67;41.23;0.34;107.84;0.85;;168.33;0.08;1.09;;26;13;0.25;;;0.75;
Milho, verde, cru;138;6.59;28.56;;63.54;0;Cereais e derivados;578.09;0.61;;3.92;0.71;1.61;32.58;0.12;112.71;0.41;1.12;184.82;0.05;0.52;;32;16;0.3;;0.04;;
Milho, verde, enlatado, drenado;98;3.23;17.14;;76.22;0;Cereais e derivados;408.21;2.35;;4.64;1.06;2.17;20.38;0.09;61.31;0.59;260.35;162.02;0.05;0.5;;48;24;;0.05;;3.74;1.74
Mingau tradicional, pó;373;0.58;89.34;;8.14;0;Cereais e derivados;1562.4;0.37;;0.88;1.57;522.05;4.28;;273.32;41.99;14.86;;;15.21;1533.24;;;3.41;;3.11;19.39;
Pamonha, barra para cozimento, pré-cozida;171;2.55;30.68;;61.31;0;Cereais e derivados;716.38;4.85;;2.37;0.61;4.16;15.35;0.12;54.59;0.36;131.99;125.35;0.03;0.42;;;;;;;;
Pão, aveia, forma;343;12.35;59.57;;19.92;0;Cereais e derivados;1435.47;5.69;;5.98;2.47;108.69;56.68;1.08;182.2;4.73;605.76;210.08;0.14;1.73;;;;0.09;0.03;0.08;;
Pão, de soja;309;11.34;56.51;;26.03;0;Cereais e derivados;1291.71;3.58;;5.71;2.53;90.24;48.32;0.57;153.18;3.33;662.54;296.35;0.16;1.46;;;;0.07;0.04;0.79;;
Pão, glúten, forma;253;11.95;44.12;;40.67;0;Cereais e derivados;1058.53;2.73;;2.48;0.53;155.72;24.24;0.51;105.26;5.71;22.05;64.73;0.06;1.28;;;;0.04;0.03;;;
Pão, milho, forma;292;8.3;56.4;;30.42;0;Cereais e derivados;1221.78;3.11;5.69;4.3;1.77;77.85;29.42;0.37;110.1;3.04;506.64;89.02;0.1;0.82;;;;0.08;;0.08;;
Pão, trigo, forma, integral;253;9.43;49.94;;34.72;0;Cereais e derivados;1059.36;3.65;;6.88;2.26;131.76;60.43;1.62;193.44;2.99;506.1;162.87;0.15;1.59;;;;0.08;0.04;0.15;;
Pão, trigo, francês;300;7.95;58.65;;28.48;0;Cereais e derivados;1254.41;3.1;;2.31;1.81;15.75;25.46;0.46;94.74;1;647.67;142.2;0.13;0.76;2.99;;;0.39;0.67;0.6;2.34; 
Pão, trigo, sovado;311;8.4;61.45;;25.76;0;Cereais e derivados;1301.08;2.84;16.56;2.43;1.55;51.62;22.22;0.31;100.66;2.27;430.79;91.17;;2.66;;;;0.08;0.04;0.15;;
Pastel, de carne, cru;289;10.74;42.02;;34.4;0;Cereais e derivados;1207.93;8.79;18.2;1.04;4.05;16.69;17.71;0.34;117.38;1.99;1309.27;165.61;0.11;1.66;;;;0.06;0.03;;1.58;
Pastel, de carne, frito;388;10.1;43.77;;22.92;0;Cereais e derivados;1624.96;20.14;25.34;0.99;3.07;12.55;14.44;0.22;90.03;2.51;1039.89;155.64;0.12;1.15;;;;0.06;0.05;;1.83;
Pastel, de queijo, cru;308;9.85;45.95;;31.28;0;Cereais e derivados;1290.66;9.63;14.35;1.11;3.28;154.7;15.81;0.24;168.12;0.99;984.57;102.58;0.1;0.97;;;;0.07;0.03;;;
Pastel, de queijo, frito;422;8.71;48.13;;17.54;0;Cereais e derivados;1766.12;22.67;15.38;0.94;2.95;126.13;14.74;0.2;123.81;1.34;821.38;123.75;0.1;0.76;17.58;;;0.09;0.04;;;
Pastel, massa, crua;310;6.9;57.38;;27.07;0;Cereais e derivados;1297.89;5.48;;1.41;3.17;12.61;14.43;0.38;72.55;1.06;1344.2;166.68;0.11;0.61;;;;0.15;;;; 
Pastel, massa, frita;570;6.02;49.34;;0.97;0;Cereais e derivados;2383.51;40.86;;1.31;2.81;11.27;12.74;0.36;62.36;1.45;1174.67;142.55;0.08;0.52;;;;0.16;;;; 
Pipoca, com óleo de soja, sem sal;448;9.93;70.31;;2.82;0;Cereais e derivados;1875.83;15.94;;14.34;1;2.83;90.76;0.65;225.13;1.16;4.32;255.96;0.46;2.05;;;;0.03;0.03;;;
Polenta, pré-cozida;103;2.29;23.31;;72.74;0;Cereais e derivados;429.87;0.3;;2.4;1.35;1.09;4.43;;16.79;;441.89;99.64;0.04;0.05;;;;0.04;;;;
Torrada, pão francês;377;10.52;74.56;;9.05;0;Cereais e derivados;1579.13;3.3;;3.4;2.57;18.74;31.6;0.55;113.92;1.24;829.49;189.49;0.16;0.91;;;;0.38;;;;
Abóbora, cabotian, cozida;48;1.44;10.76;;86.35;0;Verduras, hortaliças e derivados;201.02;0.73;;2.46;0.71;7.63;9.11;0.26;32.6;0.35;1.45;199.1;0.06;0.29;;;;0.08;;0.07;;7.46
Abóbora, cabotian, crua;39;1.75;8.36;;88.52;0;Verduras, hortaliças e derivados;161.5;0.54;;2.17;0.84;17.96;8.82;0.11;25.77;0.37;;350.56;0.06;0.32;;446;223;;;0.1;;5.09
Abóbora, menina brasileira, crua;14;0.61;3.3;;95.69;0;Verduras, hortaliças e derivados;56.93;;;1.17;0.36;8.74;4.09;0.01;11.62;0.15;;164.6;0.02;;;1108;554;0.07;;0.04;;1.5
Abóbora, moranga, crua;12;0.96;2.67;;95.87;0;Verduras, hortaliças e derivados;51.73;0.06;;1.7;0.44;3.05;1.85;0.01;7.91;;;124.87;0.05;0.07;;278;139;;;0.06;;9.65
Abóbora, moranga, refogada;29;0.39;5.98;;92.46;0;Verduras, hortaliças e derivados;121.35;0.8;;1.55;0.37;19.08;7.49;0.02;11.65;0.11;3.03;183.19;0.04;0.08;;95.33;47.67;0.05;;0.05;;6.73
Abóbora, pescoço, crua;24;0.67;6.12;;92.49;0;Verduras, hortaliças e derivados;102.37;0.12;;2.3;0.6;8.81;7.42;0.07;31.62;0.28;0.75;263.88;0.09;0.18;;;;;;0.06;;2.09
Abobrinha, italiana, cozida;15;1.13;2.98;;95.28;0;Verduras, hortaliças e derivados;62.92;0.2;;1.59;0.42;16.73;16.86;0.11;22.49;0.16;0.83;125.88;0.01;0.26;;;;0.05;;0.06;;2.13
Abobrinha, italiana, crua;19;1.14;4.29;;93.86;0;Verduras, hortaliças e derivados;80.66;0.14;;1.35;0.56;15.13;19.95;0.09;32.02;0.24;;253.38;0.05;0.17;;40.5;20.25;;0.06;0.03;;6.87
Abobrinha, italiana, refogada;24;1.07;4.19;;93.49;0;Verduras, hortaliças e derivados;102.21;0.82;;1.38;0.43;20.67;12.67;0.14;31.83;0.36;2.21;193.63;0.02;0.27;;41.58;20.79;0.04;;;;7.53
Abobrinha, paulista, crua;31;0.64;7.87;;90.85;0;Verduras, hortaliças e derivados;128.91;0.14;;2.61;0.5;18.67;9.39;0.11;32.75;0.17;0.5;212.87;0.1;0.18;;;;;;0.03;;17.55
Acelga, crua;21;1.44;4.63;;93.19;0;Verduras, hortaliças e derivados;87.62;0.11;;1.12;0.63;42.99;10.4;0.11;40.03;0.27;1.18;239.82;0.1;0.31;;;;0.04;;0.16;;22.55
Agrião, cru;17;2.69;2.25;;93.94;0;Verduras, hortaliças e derivados;69.37;0.24;;2.14;0.88;132.53;18.16;0.28;50.59;3.11;7.46;217.66;0.1;0.72;;458;229;0.11;0.23;0.09;1.19;60.1
Aipo, cru;19;0.76;4.27;;93.83;0;Verduras, hortaliças e derivados;79.88;0.07;;0.96;1.07;65.22;8.86;0.18;28.05;0.72;9.52;273.6;0.31;0.14;;916;458;;;0.18;;5.88
Alface, americana, crua;9;0.61;1.75;;97.17;0;Verduras, hortaliças e derivados;36.8;0.13;;1.02;0.35;14.44;5.74;0.12;19.38;0.27;7.31;136;0.02;0.23;;;;0.03;;0.04;;10.96
Alface, crespa, crua;11;1.35;1.7;;96.09;0;Verduras, hortaliças e derivados;44.69;0.16;;1.83;0.7;37.98;10.97;0.2;25.81;0.4;3.38;267.13;0.03;0.25;;234;117;0.11;0.12;;1.09;15.58
Alface, lisa, crua;14;1.69;2.43;;95;0;Verduras, hortaliças e derivados;57.83;0.12;;2.33;0.76;27.51;9.11;0.33;26.13;0.61;4.23;348.71;0.03;0.35;;368;184;0.09;0.08;0.07;0.75;21.39
Alface, roxa, crua;13;0.91;2.49;;95.73;0;Verduras, hortaliças e derivados;53.21;0.19;;2.01;0.68;33.83;9.31;0.12;51.13;2.48;7.12;308.44;0.04;0.23;;312.42;156.21;;;;;13.47
Alfavaca, crua;29;2.66;5.24;;90.21;0;Verduras, hortaliças e derivados;122.1;0.48;;4.14;1.42;258.5;84.24;0.15;49.74;1.26;4.55;260.72;0.15;0.71;;;;;0.12;0.56;;
Alho, cru;113;7.01;23.91;;67.55;0;Verduras, hortaliças e derivados;473.34;0.22;;4.32;1.32;13.56;21.29;0.24;149.09;0.8;5.36;534.89;0.15;0.82;;;;0.18;;0.44;;
Alho-poró, cru;32;1.41;6.88;;90.95;0;Verduras, hortaliças e derivados;131.83;0.14;;2.51;0.62;33.62;10.69;0.1;36.49;0.64;1.76;224.47;0.29;0.24;;16.17;8.08;0.06;;0.08;0.34;14.15
Almeirão, cru;18;1.77;3.34;;93.67;0;Verduras, hortaliças e derivados;75.46;0.22;;2.59;1.01;19.5;21.11;0.17;39.66;0.74;2.35;369.12;0.1;0.29;;566;283;0.1;0.18;;0.63;1.69
Almeirão, refogado;65;1.7;5.7;;86.54;0;Verduras, hortaliças e derivados;272.3;4.85;;3.43;1.2;63.4;17.28;0.28;30.87;1.55;14.52;315.36;0.06;0.19;;;;0.03;0.06;0.05;4.03;1.47
Batata, baroa, cozida;80;0.85;18.95;;79.26;0;Verduras, hortaliças e derivados;335.22;0.17;;1.76;0.77;11.85;7.58;0.22;29.48;0.42;2.1;258.33;0.15;0.38;;;;0.06;;;1.98;17.1
Batata, baroa, crua;101;1.05;23.98;;73.69;0;Verduras, hortaliças e derivados;422.52;0.17;;2.06;1.11;17.13;11.99;0.07;45.2;0.3;;505.18;0.05;0.2;;24.5;12.25;0.05;;0.12;;7.55
Batata, doce, cozida;77;0.64;18.42;;80.43;0;Verduras, hortaliças e derivados;321.16;0.09;;2.21;0.42;17.15;11.16;0.14;15.39;0.19;2.7;148.44;0.06;0.12;;;;0.08;;0.05;2.57;23.79
Batata, doce, crua;118;1.26;28.2;;69.51;0;Verduras, hortaliças e derivados;494.72;0.13;;2.57;0.9;21.11;16.89;0.18;36.46;0.39;8.77;340.2;0.11;0.2;;;;0.06;;0.1;;16.48
Batata, frita, tipo chips, industrializada;543;5.58;51.22;;2.7;0;Verduras, hortaliças e derivados;2270.8;36.62;;2.46;3.88;11.6;24.24;0.23;96.5;0.7;607.4;1014.33;0.12;0.59;;;;0.2;;0.13;2.61;
Batata, inglesa, cozida;52;1.16;11.94;;86.36;0;Verduras, hortaliças e derivados;215.85;;;1.34;0.51;3.52;5.43;0.07;24.34;0.19;2.29;161.33;0.06;0.19;;;;0.05;;0.08;;3.76
Batata, inglesa, crua;64;1.77;14.69;;82.87;0;Verduras, hortaliças e derivados;269.33;;;1.16;0.64;3.55;14.58;0.1;38.54;0.36;;302.05;0.09;0.24;;;;0.1;;0.15;;31.08
Batata, inglesa, frita;267;4.97;35.64;;44.12;0;Verduras, hortaliças e derivados;1117.79;13.11;;8.06;2.16;6.28;14.11;0.15;69.67;0.44;1.91;488.94;0.1;0.38;;;;0.17;;0.1;2.51;16.34
Batata, inglesa, sauté;68;1.29;14.09;;83.09;0;Verduras, hortaliças e derivados;284.04;0.9;;1.38;0.63;4.18;6.46;0.08;31.97;0.25;8.18;199.48;0.05;0.21;;;;0.07;;0.09;1.38;
Berinjela, cozida;19;0.68;4.47;;94.43;0;Verduras, hortaliças e derivados;78.85;0.15;;2.52;0.27;10.77;8.82;0.11;15.03;0.22;1.33;105.48;0.04;0.13;;;;0.04;;;;
Berinjela, crua;20;1.22;4.43;;93.8;0;Verduras, hortaliças e derivados;82.12;0.1;;2.87;0.45;9.22;12.91;0.1;20.46;0.25;;204.55;0.06;0.12;;24;12;0.04;0.05;;;3.01
Beterraba, cozida;32;1.29;7.23;;90.57;0;Verduras, hortaliças e derivados;134.53;0.09;;1.88;0.81;15.26;16.54;0.19;30.13;0.24;22.76;245.48;0.04;0.35;;;;0.09;;;;1.24
Beterraba, crua;49;1.95;11.11;;85.98;0;Verduras, hortaliças e derivados;204.3;0.09;;3.37;0.87;18.11;24.43;1.23;19.39;0.32;9.72;375.07;0.08;0.52;;;;0.04;;0.04;;3.12
Biscoito, polvilho doce;438;1.29;80.54;;5.44;0;Verduras, hortaliças e derivados;1830.71;12.25;9.39;1.16;0.49;30.45;5.85;0.08;23.32;1.77;97.8;53.58;0.04;0.15;;;;;0.03;0.07;;
Brócolis, cozido;25;2.13;4.37;;92.62;0;Verduras, hortaliças e derivados;103.08;0.46;;3.42;0.42;50.75;14.55;0.12;33.16;0.54;2.12;118.54;0.08;0.24;;;;0.04;0.03;;;42
Brócolis, cru;26;3.64;4.03;;91.22;0;Verduras, hortaliças e derivados;106.67;0.27;;2.88;0.84;85.87;29.57;0.26;78.46;0.61;3.33;322.11;0.06;0.48;;279.33;139.67;0.12;0.18;0.08;1.39;34.28
Cará, cozido;78;1.53;18.85;;78.88;0;Verduras, hortaliças e derivados;324.62;0.11;;2.63;0.62;5.17;14.84;0.02;27.8;0.31;1.01;203.25;0.11;0.24;;;;0.12;;0.12;;
Cará, cru;96;2.28;22.95;;73.69;0;Verduras, hortaliças e derivados;400.13;0.14;;7.27;0.93;3.91;11.47;0.01;34.72;0.21;;211.67;0.06;0.18;;;;0.11;;0.02;;8.79
Caruru, cru;34;3.2;5.97;;87.62;0;Verduras, hortaliças e derivados;142.39;0.59;;4.47;2.62;455.3;197.44;0.89;77.26;4.46;13.67;278.98;0.37;6.03;;1906;953;;0.1;0.11;;5.36
Catalonha, crua;24;1.87;4.75;;91.76;0;Verduras, hortaliças e derivados;99.95;0.28;;2.05;1.33;56.8;17.3;0.34;32;3.08;9.39;411.79;0.27;0.48;;;;;0.03;0.36;1.54;7.33
Catalonha, refogada;63;1.95;4.81;;87.43;0;Verduras, hortaliças e derivados;265.47;4.81;;3.65;1;63.22;16.35;0.64;35.36;1.18;24.72;452.28;0.18;0.44;;850;425;0.04;;0.03;0.6;
Cebola, crua;39;1.71;8.85;;88.92;0;Verduras, hortaliças e derivados;164.93;0.08;;2.19;0.44;14;11.92;0.13;37.87;0.2;0.6;176.12;0.05;0.17;;;;0.04;;0.14;;4.67
Cebolinha, crua;20;1.87;3.37;;93.88;0;Verduras, hortaliças e derivados;81.65;0.35;;3.55;0.53;79.85;24.59;0.13;26.89;0.65;1.6;206.44;0.04;0.3;;134.42;67.21;0.03;0.04;0.08;;31.78
Cenoura, cozida;30;0.85;6.69;;91.66;0;Verduras, hortaliças e derivados;124.94;0.22;;2.63;0.58;25.62;14.48;0.05;26.74;0.09;7.88;175.51;0.02;0.23;;612;306;0.07;;0.06;2.68;
Cenoura, crua;34;1.32;7.66;;90.08;0;Verduras, hortaliças e derivados;142.82;0.17;;3.18;0.87;22.54;11.23;0.05;27.85;0.18;3.33;314.81;0.05;0.22;;1326;663;;;0.05;;5.12
Chicória, crua;14;1.14;2.85;;95.14;0;Verduras, hortaliças e derivados;57.89;0.14;;2.2;0.82;44.83;14.14;0.13;13.38;0.45;13.52;424.9;0.04;0.09;;;;0.03;0.1;;0.68;6.54
Chuchu, cozido;19;0.41;4.79;;94.56;0;Verduras, hortaliças e derivados;77.57;;;1.04;0.18;7.83;6.93;0.07;12.81;0.06;1.81;54.35;;0.09;;;;0.03;;;;5.57
Chuchu, cru;17;0.7;4.14;;94.84;0;Verduras, hortaliças e derivados;71.04;0.06;;1.28;0.27;11.51;7.23;0.08;17.74;0.17;;125.99;0.03;0.1;; ; ;;;;;10.61
